site_id,survey_id,trap_id,trap_number,trap_osg,trap_x,trap_y,trap_lat,trap_lon
79,1584,2644,3,SJ6544376618,365443,376618,53.285397,-2.5197994
123,36,70,2,TQ61540267,561540,102670,50.801077,0.2910365
123,36,71,3,TQ61560264,561560,102640,50.800802,0.29130689
123,36,69,1,TQ61480278,561480,102780,50.802082,0.2902341
324,1854,3445,3,SP44050635,444050,206350,51.754116,-1.363252
324,1854,3443,1,SP44050635,444050,206350,51.754116,-1.363252
324,1854,3446,4,SP44050635,444050,206350,51.754116,-1.363252
324,1854,3444,2,SP44050635,444050,206350,51.754116,-1.363252
140,1314,1565,1,SE4044917751,440449,417751,53.654698,-1.3894684
140,1314,1566,3,SE4034717561,440347,417561,53.652998,-1.3910362
392,1874,3497,3,TF63960557,563960,305570,52.623135,0.4207855
392,1874,3496,2,TF63700546,563700,305460,52.622226,0.41689373
392,1874,3495,1,TF63800555,563800,305550,52.623004,0.41841417
32,1634,2892,1,TQ0396292602,503962,192602,51.622646,-0.49963065
32,1634,2893,2,TQ0395692630,503956,192630,51.622899,-0.49970899
166,1239,1374,1,TQ0445693294,504456,193294,51.628774,-0.49229116
348,1708,3057,2,SS8097585689,280975,185689,51.557487,-3.7183057
348,1708,3056,1,SS8103485626,281034,185626,51.556933,-3.7174337
348,1708,3058,3,SS8097585689,280975,185689,51.557487,-3.7183057
348,1708,3058,3,SS8103485626,281034,185626,51.556933,-3.7174337
37,1830,3376,2,SK5148333982,451483,333982,52.900821,-1.236075
37,1830,3375,1,SK5168034018,451680,334018,52.901125,-1.2331408
134,1008,772,3,TQ3259687547,532596,187547,51.571209,-0.088132975
134,1008,771,2,TQ3262287579,532622,187579,51.57149,-0.087745972
134,1008,770,1,TQ3279787730,532797,187730,51.572806,-0.08516533
121,1295,1526,1,TQ1850560827,518505,160827,51.334196,-0.30029541
121,1295,1527,2,TQ1852960669,518529,160669,51.332771,-0.30000359
94,856,2040,2,SU8810556357,488105,156357,51.29953,-0.73764477
94,856,2039,1,SU8800456586,488004,156586,51.301605,-0.7390367
111,1264,1450,2,TQ1242468896,512424,168896,51.407955,-0.38499783
111,1264,1449,1,TQ1252868686,512528,168686,51.406047,-0.38356975
242,1066,934,1,TG46581534,646580,315340,52.679597,1.64641
216,994,735,1,TQ2759587011,527595,187011,51.567545,-0.16044733
216,994,737,3,TQ2772686781,527726,186781,51.565448,-0.15864181
98,253,494,2,TQ0062872510,500628,172510,51.442653,-0.55350971
98,253,493,1,TQ0049772401,500497,172401,51.441697,-0.55542486
93,57,114,2,TQ13026310,513020,163100,51.355742,-0.37827472
93,57,113,1,TQ12846315,512840,163150,51.356227,-0.3808428
300,1431,2258,3,SU73977558,473970,175580,51.474356,-0.93635186
300,1431,2256,1,SU73737556,473730,175560,51.474208,-0.93981097
19,1797,3273,2,TL87700863,587700,208630,51.744924,0.71746802
19,1797,3272,1,TL87700863,587700,208630,51.744924,0.71746802
19,142,,,TL87700863,587700,208630,51.744924,0.71746802
67,1810,3311,4,TL87650878,587650,208780,51.746288,0.7168255
67,1810,3308,1,TL87650878,587650,208780,51.746288,0.7168255
67,1810,3309,2,TL87650878,587650,208780,51.746288,0.7168255
67,1810,3312,5,TL87650878,587650,208780,51.746288,0.7168255
220,1350,1673,2,TQ4733292862,547332,192862,51.61531,0.12657656
220,1350,1672,1,TQ4736992882,547369,192882,51.61548,0.12711897
220,1350,1675,4,TQ4732792809,547327,192809,51.614835,0.12648213
223,1334,1627,3,TQ3057494293,530574,194293,51.632303,-0.11478268
223,1334,1625,1,TQ3047694145,530476,194145,51.630995,-0.11625292
223,1334,1628,4,TQ3060794325,530607,194325,51.632583,-0.11429422
223,1334,1626,2,TQ3053094231,530530,194231,51.631756,-0.11544114
167,204,,,,,,,
86,1592,2666,1,SJ7568379893,375683,379893,53.315405,-2.3664603
86,1592,2667,2,SJ7566979562,375669,379562,53.31243,-2.366645
79,1586,2649,2,SJ6511976805,365119,376805,53.287057,-2.5246796
79,1586,2648,1,SJ6535376599,365353,376599,53.285221,-2.5211472
100,1282,1514,3,,,,,
100,1282,1513,2,,,,,
100,1282,1512,1,,,,,
39,1232,1230,1,TQ90441666,590440,116660,50.917972,0.70797706
39,1232,1231,2,TQ90381667,590380,116670,50.918082,0.70712968
242,1403,2176,1,TG46581534,646580,315340,52.679597,1.64641
242,1403,2177,2,TG46821551,646820,315510,52.681013,1.6500799
239,1448,2287,1,TG45521475,645520,314750,52.674785,1.6303235
241,1441,2273,1,TG26310781,626310,307810,52.620859,1.3419599
166,1636,2899,4,TQ0441193490,504411,193490,51.630544,-0.49288266
166,1636,2896,1,TQ0447993258,504479,193258,51.628446,-0.49196972
166,1636,2898,3,TQ0431893447,504318,193447,51.630175,-0.49423861
166,1619,2851,3,TQ0441193490,504411,193490,51.630544,-0.49288266
166,1619,2850,2,TQ0431893447,504318,193447,51.630175,-0.49423861
166,1619,2849,1,TQ0447493258,504474,193258,51.628447,-0.49204193
93,1283,1452,2,TQ13026310,513020,163100,51.355742,-0.37827472
93,1283,1451,1,TQ12846315,512840,163150,51.356227,-0.3808428
339,1569,2604,1,ST5863555391,358635,155391,51.296134,-2.5946545
339,1569,2605,2,ST5881855430,358818,155430,51.296498,-2.5920346
86,831,1968,81,SJ7568379892,375683,379892,53.315396,-2.3664603
86,831,2150,0,SJ7568379892,375683,379892,53.315396,-2.3664603
86,831,1966,82,SJ7566979562,375669,379562,53.31243,-2.366645
86,831,2150,0,SJ7566979562,375669,379562,53.31243,-2.366645
101,1274,1492,2,,,,,
101,1274,1493,3,,,,,
101,1274,1491,1,,,,,
408,1969,3728,2,XD875521941,,,,
408,1969,3729,3,XD8766819405,,,,
408,1969,3727,1,XD8758819383,,,,
156,1611,2748,34,TQ0783372857,507833,172857,51.444448,-0.44977478
234,1397,2163,1,TG45831315,645830,313150,52.66029,1.6337067
234,1397,2164,2,TG45927325,645920,373250,53.199403,1.6805426
313,1461,2311,1,TG39271786,639270,317860,52.705482,1.5403262
315,1462,2314,2,TG03973601,603970,336010,52.882856,1.0299729
313,1461,2312,2,TG39281782,639280,317820,52.705119,1.5404449
315,1462,2313,1,TG04043596,604040,335960,52.88238,1.0309804
352,1706,3051,1,SS7985981899,279859,181899,51.523189,-3.733101
354,1617,2845,1,ST1829274074,318292,174074,51.459722,-3.1774708
354,1617,2846,2,ST1833774261,318337,174261,51.461409,-3.1768664
352,1706,3052,2,SS7990481891,279904,181891,51.523126,-3.73245
209,1009,775,3,TQ2300576837,523005,176837,51.477129,-0.23018579
209,1009,774,2,TQ2307776945,523077,176945,51.478084,-0.22911197
209,1009,773,1,TQ2317776917,523177,176917,51.47781,-0.22768249
93,46,89,1,TQ12846315,512840,163150,51.356227,-0.3808428
93,46,90,2,TQ13026310,513020,163100,51.355742,-0.37827472
130,1895,3540,2,SV00000000,,,,
13,628,2116,1,TL14414301,514410,243010,52.073645,-0.33210801
15,1490,2372,1,TL07584907,507580,249070,52.129475,-0.4298083
141,1333,1621,1,TQ2183187599,521831,187599,51.574103,-0.24336388
141,1333,1623,3,TQ2178787519,521787,187519,51.573393,-0.24402619
141,1333,1624,4,TQ2178187558,521781,187558,51.573745,-0.24409922
141,1333,1622,2,TQ2182887565,521828,187565,51.573798,-0.24341893
45,1836,3396,3,SK8206167378,482061,367378,53.197161,-0.77308692
45,1836,3394,1,SK8229967490,482299,367490,53.19813,-0.76949637
45,1836,3395,2,SK8212167527,482121,367527,53.19849,-0.77215074
152,1315,2209,1,SE2861312356,428613,412356,53.606987,-1.5690384
152,1315,2210,2,SE2894712385,428947,412385,53.607229,-1.5639881
166,1884,3520,1,TQ0445693294,504456,193294,51.628774,-0.49229116
166,1884,3521,2,TQ0447993258,504479,193258,51.628446,-0.49196972
93,888,2102,2,TQ1302163102,513021,163102,51.35576,-0.37825973
93,888,2101,1,TQ1286963196,512869,163196,51.356635,-0.38041192
93,1286,1458,2,TQ12876319,512870,163190,51.35658,-0.38039946
93,1286,1457,1,TQ12846315,512840,163150,51.356227,-0.3808428
165,1896,3542,2,,,,,
165,1896,3541,1,,,,,
155,1851,3437,1,SE3883227571,438832,427571,53.743079,-1.4127059
155,1851,3438,2,SE3908327440,439083,427440,53.741882,-1.408917
241,1440,2272,2,TG26720799,626720,307990,52.622303,1.3481292
241,1440,2271,1,TG26250783,626250,307830,52.621063,1.3410888
402,1936,3642,1,TM47386703,647380,267030,52.245804,1.6224227
402,1936,3643,2,TM47196709,647190,267090,52.246427,1.6196892
402,1936,3645,4,TM47286677,647280,266770,52.243516,1.6207708
402,1936,3644,3,TM47156691,647150,266910,52.24483,1.618973
32,1229,1221,3,TQ0396092608,503960,192608,51.6227,-0.49965775
32,1229,1219,1,TQ0397092581,503970,192581,51.622455,-0.49952136
344,1826,3359,1,ST4555839682,345558,139682,51.153791,-2.7798012
344,1826,3364,6,ST4550939275,345509,139275,51.150127,-2.78044
344,1826,3362,4,ST4533039450,345330,139450,51.151683,-2.7830256
344,1826,3363,5,ST4531039342,345310,139342,51.15071,-2.783295
344,1826,3360,2,ST4550939275,345509,139275,51.150127,-2.78044
15,1506,2413,2,TL07524908,507520,249080,52.129577,-0.43068131
15,1506,2412,1,TL07564905,507560,249050,52.129299,-0.43010668
149,135,218,4,TL1996879940,519968,279940,52.404327,-0.23795821
149,135,215,1,TL2032579950,520325,279950,52.404339,-0.23270961
110,1566,2598,4,ST5638358756,356383,158756,51.326221,-2.627364
110,1566,2596,2,ST5611359045,356113,159045,51.328799,-2.6312744
110,1563,2588,3,ST5614860380,356148,160380,51.340805,-2.630937
110,1557,2570,6,ST5632658513,356326,158513,51.324032,-2.6281522
110,1557,2568,4,ST5615058885,356150,158885,51.327363,-2.6307237
110,1566,2597,3,ST5613258904,356132,158904,51.327533,-2.6309844
110,1557,2569,5,ST5639858728,356398,158728,51.325971,-2.6271454
110,1562,2585,2,ST5621160461,356211,160461,51.341538,-2.6300426
110,1563,2586,1,ST5629760521,356297,160521,51.342084,-2.6288154
110,1563,2587,2,ST5621860475,356218,160475,51.341664,-2.6299438
110,1557,2566,2,ST5594759143,355947,159143,51.329667,-2.633669
110,1563,2590,5,ST5605160370,356051,160370,51.340707,-2.6323282
110,1563,2589,4,ST5590560430,355905,160430,51.341235,-2.6344315
110,1557,2567,3,ST5610258991,356102,158991,51.328312,-2.6314256
8,600,2125,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,601,2126,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,602,2127,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,603,2128,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,604,2129,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,605,2130,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,606,2131,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,607,2132,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,608,2134,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,609,2135,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,610,2136,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,611,2137,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,612,2138,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,613,2139,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,614,2140,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,615,2141,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,616,2142,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,617,2143,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,618,2144,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,619,2145,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,620,2146,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,621,2147,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,622,2112,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,623,2113,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,624,2114,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,625,2115,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,892,2133,0,ST5083459563,350834,159563,51.333023,-2.7071071
8,1544,2509,1,ST5111060184,351110,160184,51.338631,-2.7032313
8,1544,2515,7,ST5207559781,352075,159781,51.33509,-2.6893248
8,1544,2513,5,ST5219359776,352193,159776,51.335055,-2.6876305
8,1544,2511,3,ST5253159341,352531,159341,51.331172,-2.6827209
8,1546,2550,4,ST5266458834,352664,158834,51.326624,-2.6807445
8,1546,2553,7,ST5272058779,352720,158779,51.326135,-2.6799336
8,1546,2552,6,ST5282758856,352827,158856,51.326836,-2.6784083
8,1546,2554,8,ST5304059071,353040,159071,51.328787,-2.67538
8,1546,2548,2,ST5079959585,350799,159585,51.333218,-2.7076125
8,1546,2551,5,ST5272458788,352724,158788,51.326216,-2.6798774
8,1546,2549,3,ST5082859456,350828,159456,51.332061,-2.7071784
8,1546,2547,1,ST5061859600,350618,159600,51.333337,-2.7102125
8,1547,2521,1,ST5109760168,351097,160168,51.338486,-2.7034157
8,1547,2522,2,ST5147159996,351471,159996,51.336971,-2.6980236
8,1553,2555,1,ST5227958834,352279,158834,51.326592,-2.6862696
8,1553,2558,4,ST5304159068,353041,159068,51.32876,-2.6753652
8,1553,2556,2,ST5242958803,352429,158803,51.326326,-2.6841128
8,1554,2560,2,ST5072460483,350724,160483,51.341285,-2.7088135
8,1554,2559,1,ST5086360585,350863,160585,51.342215,-2.7068323
110,1557,2565,1,ST5582059216,355820,159216,51.330314,-2.6355007
343,1577,2625,2,ST4266440848,342664,140848,51.163991,-2.8213619
344,1578,2630,4,ST4578539520,345785,139520,51.152356,-2.7765314
344,1578,2627,1,ST4530839339,345308,139339,51.150683,-2.7833232
343,1576,2622,1,ST4246240327,342462,140327,51.159287,-2.824167
344,1578,2628,2,ST4532739448,345327,139448,51.151665,-2.7830682
344,1578,2631,5,ST4554139607,345541,139607,51.153115,-2.7800329
344,1578,2629,3,ST4572839665,345728,139665,51.153654,-2.7773682
343,1576,2623,2,ST4256740564,342567,140564,51.161428,-2.8227036
343,1577,2626,3,ST4265140776,342651,140776,51.163343,-2.8215363
343,1577,2624,1,ST4270340916,342703,140916,51.164607,-2.8208151
350,1970,,,,,,,
339,1568,2603,3,ST5848355546,358483,155546,51.297517,-2.5968525
339,1568,2601,1,ST5882955415,358829,155415,51.296364,-2.5918751
339,1568,2602,2,ST5866255391,358662,155391,51.296136,-2.5942673
340,1571,2608,1,ST5652363180,356523,163180,51.366009,-2.6258968
341,1573,2617,6,ST4847977180,348479,177180,51.491206,-2.7434731
341,1573,2614,3,ST4833477189,348334,177189,51.491274,-2.7455627
341,1573,2616,5,ST4841877124,348418,177124,51.490697,-2.7443434
340,1571,2609,2,ST5648463243,356484,163243,51.366572,-2.6264647
10,1494,2382,3,SP99065846,499060,258460,52.215459,-0.55149149
10,1494,2381,2,SP99135836,499130,258360,52.214548,-0.55049652
10,1494,2380,1,SP99185859,499180,258590,52.216606,-0.54969762
9,629,2117,0,SP44050635,444050,206350,51.754116,-1.363252
13,1510,2421,1,TL14414301,514410,243010,52.073645,-0.33210801
13,1523,2453,2,TL14614316,514610,243160,52.074952,-0.32914091
13,1518,2439,1,TL14544310,514540,243100,52.074427,-0.33018193
13,1523,2452,1,TL14524304,514520,243040,52.073892,-0.33049373
13,1518,2440,2,TL14624316,514620,243160,52.07495,-0.32899507
13,1525,2456,1,TL14734309,514730,243090,52.074298,-0.32741431
13,1785,3225,1,TL1452743056,514527,243056,52.074035,-0.33038627
15,1524,2454,1,TL07104884,507100,248840,52.127501,-0.43689
15,1524,2455,2,TL07264878,507260,248780,52.126931,-0.43457255
15,1513,2428,1,TL07734887,507730,248870,52.127649,-0.42768116
15,632,2739,2,TL07524908,507520,249080,52.129577,-0.43068131
15,632,2120,1,TL07564905,507560,249050,52.129299,-0.43010668
13,1510,2422,2,TL14264316,514260,243160,52.075024,-0.33424542
13,1505,2411,2,TL14624313,514620,243130,52.07468,-0.32900513
13,1505,2410,1,TL14414301,514410,243010,52.073645,-0.33210801
332,1517,2437,1,TL1676756439,516767,256439,52.193834,-0.29312794
332,1517,2438,2,TL1669456436,516694,256436,52.193822,-0.29419644
332,1522,2449,1,TL16765643,516760,256430,52.193754,-0.29323339
332,1522,2450,2,TL16695643,516690,256430,52.193769,-0.29425699
331,1507,2414,1,TL00524152,500520,241520,52.062946,-0.53513244
331,1507,2415,2,TL00564153,500560,241530,52.063029,-0.53454623
332,1531,2470,2,TL1669456436,516694,256436,52.193822,-0.29419644
334,1521,2448,2,TL11623883,511620,238830,52.036649,-0.37416201
333,1520,2446,4,TL06136671,506130,266710,52.288287,-0.44545901
378,1789,3235,1,SP9364868331,493648,268331,52.305122,-0.6279457
334,1521,2447,1,TL11733897,511730,238970,52.037885,-0.37251338
332,1889,3531,2,TL1674156531,516741,256531,52.194666,-0.29347647
333,1520,2444,2,TL06056669,506050,266690,52.288123,-0.4466377
333,1520,2443,1,TL06216667,506210,266670,52.287912,-0.4442992
333,1520,2445,3,TL06176670,506170,266700,52.28819,-0.44487596
332,1889,3532,3,TL1673056590,516730,256590,52.195199,-0.29361702
332,1889,3530,1,TL1677556431,516775,256431,52.19376,-0.29301371
332,1522,2451,3,TL16725645,516720,256450,52.193943,-0.29381143
393,1881,3515,1,,,,,
320,1466,2323,1,SU72357268,472350,172680,51.448494,-0.96026535
117,1925,,,SU65206970,465200,169700,51.42257,-1.0636869
201,728,,,TL5549380608,555493,280608,52.401397,0.28415201
202,725,,,TL3386063163,533860,263163,52.250369,-0.040549142
203,718,,,TL2495697494,524956,297494,52.560941,-0.15810039
203,712,,,TL2495697494,524956,297494,52.560941,-0.15810039
203,734,,,TL2495697494,524956,297494,52.560941,-0.15810039
337,1549,2529,2,SK2509950118,425099,350118,53.047741,-1.6270522
337,1549,2528,1,SK2506950028,425069,350028,53.046934,-1.6275066
337,1549,2531,4,SK2506950028,425069,350028,53.046934,-1.6275066
337,1549,2530,3,SK2499950260,424999,350260,53.049022,-1.6285328
190,696,2183,2,SK2861827206,428618,327206,52.841609,-1.5765756
190,696,2182,1,SK2882227327,428822,327327,52.842686,-1.5735364
185,706,2189,2,SK3666422911,436664,322911,52.802515,-1.4576093
185,726,,,SK3666422911,436664,322911,52.802515,-1.4576093
185,751,,,SK3666422911,436664,322911,52.802515,-1.4576093
19,1803,3292,1,TL87700863,587700,208630,51.744924,0.71746802
19,1803,3293,2,TL87700863,587700,208630,51.744924,0.71746802
19,1802,3289,1,TL87700863,587700,208630,51.744924,0.71746802
19,1802,3291,3,TL87700863,587700,208630,51.744924,0.71746802
19,1812,3314,1,TL87700863,587700,208630,51.744924,0.71746802
19,1800,3285,2,TL87700863,587700,208630,51.744924,0.71746802
19,1814,3330,3,TL87700863,587700,208630,51.744924,0.71746802
19,1802,3290,2,TL87700863,587700,208630,51.744924,0.71746802
19,1812,3315,2,TL87700863,587700,208630,51.744924,0.71746802
19,1379,3327,3,TL87700863,587700,208630,51.744924,0.71746802
19,1812,3316,3,TL87700863,587700,208630,51.744924,0.71746802
19,1800,3286,3,TL87700863,587700,208630,51.744924,0.71746802
19,1816,3332,1,TL87650878,587650,208780,51.746288,0.7168255
19,1815,3331,1,TL87650878,587650,208780,51.746288,0.7168255
19,1814,3328,1,TL87650878,587650,208780,51.746288,0.7168255
19,1812,3314,1,TL87650878,587650,208780,51.746288,0.7168255
19,1812,3316,3,TL87650878,587650,208780,51.746288,0.7168255
19,1812,3315,2,TL87650878,587650,208780,51.746288,0.7168255
19,1375,1729,1,TL87650878,587650,208780,51.746288,0.7168255
19,1375,3317,2,TL87650878,587650,208780,51.746288,0.7168255
19,1376,1730,1,TL87650878,587650,208780,51.746288,0.7168255
19,1377,3322,2,TL87650878,587650,208780,51.746288,0.7168255
19,1378,1732,1,TL87650878,587650,208780,51.746288,0.7168255
19,1374,1728,1,TL87650878,587650,208780,51.746288,0.7168255
19,1376,3318,2,TL87650878,587650,208780,51.746288,0.7168255
19,1377,1731,1,TL87650878,587650,208780,51.746288,0.7168255
19,1379,1733,1,TL87650878,587650,208780,51.746288,0.7168255
19,1378,3324,2,TL87650878,587650,208780,51.746288,0.7168255
19,1379,3326,2,TL87650878,587650,208780,51.746288,0.7168255
19,1378,3325,3,TL87650878,587650,208780,51.746288,0.7168255
19,1377,3323,3,TL87650878,587650,208780,51.746288,0.7168255
19,1800,3285,2,TL87650878,587650,208780,51.746288,0.7168255
19,1798,3277,2,TL87650878,587650,208780,51.746288,0.7168255
19,1800,3286,3,TL87650878,587650,208780,51.746288,0.7168255
19,1800,3284,1,TL87650878,587650,208780,51.746288,0.7168255
19,1798,3276,1,TL87650878,587650,208780,51.746288,0.7168255
19,1798,3278,3,TL87650878,587650,208780,51.746288,0.7168255
19,1803,3292,1,TL87650878,587650,208780,51.746288,0.7168255
19,1798,3279,4,TL87650878,587650,208780,51.746288,0.7168255
21,1813,3321,3,TQ72489717,572480,197170,51.646871,0.49157658
21,1796,3270,3,TQ72489717,572480,197170,51.646871,0.49157658
21,1796,3268,1,TQ72489717,572480,197170,51.646871,0.49157658
21,1813,3319,1,TQ72489717,572480,197170,51.646871,0.49157658
67,1794,3259,1,TL87650878,587650,208780,51.746288,0.7168255
67,1794,3261,3,TL87650878,587650,208780,51.746288,0.7168255
67,1794,3260,2,TL87650878,587650,208780,51.746288,0.7168255
23,1373,1727,1,TQ57029448,557020,194480,51.62723,0.26711437
67,1372,1726,1,TL87650878,587650,208780,51.746288,0.7168255
67,1371,1725,1,TL76820482,576820,204820,51.714239,0.55811036
21,634,2122,0,TQ72489717,572480,197170,51.646871,0.49157658
21,1813,3320,2,TQ72489717,572480,197170,51.646871,0.49157658
21,1796,3269,2,TQ72489717,572480,197170,51.646871,0.49157658
21,1796,3271,4,TQ72489717,572480,197170,51.646871,0.49157658
21,640,1762,1,TQ72489717,572480,197170,51.646871,0.49157658
21,640,1763,2,TQ72729736,572720,197360,51.648504,0.49513567
21,634,2122,0,TQ72729736,572720,197360,51.648504,0.49513567
21,1796,3271,4,TQ72729736,572720,197360,51.648504,0.49513567
21,1813,3320,2,TQ72729736,572720,197360,51.648504,0.49513567
21,1796,3268,1,TQ72729736,572720,197360,51.648504,0.49513567
290,1370,1724,1,TL85101565,585100,215650,51.808836,0.6835909
322,1471,2338,1,TQ45548236,545540,182360,51.521412,0.096367052
379,1792,3247,7,,,,,
127,1971,,,,,,,
379,1792,3241,1,,,,,
383,1817,3333,1,TM17661480,617660,214800,51.789489,1.1546469
382,1807,3302,1,,,,,
379,1792,3248,8,,,,,
292,1384,1739,1,TR31854065,631850,140650,51.118202,1.3114754
291,1383,1738,1,TR21956055,621950,160550,51.300783,1.1825568
24,647,1776,2,TR04732132,604730,121320,50.954934,0.91362285
24,1293,1523,1,TR04732132,604730,121320,50.954934,0.91362285
26,664,1813,1,TQ5623545847,556235,145847,51.190496,0.23437575
31,1684,3006,2,TR22316154,622310,161540,51.309531,1.1883289
31,1684,3007,3,TR22386118,622380,161180,51.306271,1.1891074
363,1685,3008,1,TR09352645,609350,126450,50.999344,0.98226114
294,1386,1741,1,TR34057045,634050,170450,51.384806,1.362326
293,1385,1740,1,TR39056785,639050,167850,51.359388,1.4323006
289,1772,3191,3,TQ2831888554,528318,188554,51.581247,-0.14945858
289,1772,3189,1,TQ2805788615,528057,188615,51.581855,-0.15320111
42,760,1293,1,SK6081239591,460812,339591,52.950263,-1.0963542
42,891,1342,1,SK6081339587,460813,339587,52.950227,-1.09634
42,760,2790,4,SK6070439514,460704,339514,52.949583,-1.0979758
42,760,2789,3,SK6056939059,460569,339059,52.945509,-1.1000696
42,760,2788,2,SK6032138976,460321,338976,52.94479,-1.1037752
38,291,522,4,SK6714444450,467144,344450,52.993181,-1.0011208
42,891,2723,2,SK6067339556,460673,339556,52.949964,-1.0984292
38,290,517,1,SK6717344342,467173,344342,52.992207,-1.0007112
38,291,520,2,SK6717344342,467173,344342,52.992207,-1.0007112
38,766,2782,2,SK6736843967,467368,343967,52.988812,-0.99788463
38,766,1302,1,SK6724843793,467248,343793,52.987263,-0.99970806
38,766,2783,3,SK6714244451,467142,344451,52.99319,-1.0011504
38,774,1315,1,SK6724843793,467248,343793,52.987263,-0.99970806
38,291,519,1,SK6731944125,467319,344125,52.990238,-0.99858161
38,290,,,SK6717344342,467173,344342,52.992207,-1.0007112
38,785,2784,2,SK6757243743,467572,343743,52.986773,-0.99489293
38,785,1339,1,SK6741843797,467418,343797,52.987278,-0.9971753
41,742,1274,1,SK6361175310,463611,375310,53.270973,-1.0476365
41,742,2717,3,SK5348575313,453485,375313,53.272115,-1.1994538
40,767,2785,2,SK2481752470,424817,352470,53.068896,-1.6310782
40,767,1303,1,SK2440552179,424405,352179,53.066299,-1.6372488
42,743,2721,2,SK6082039585,460820,339585,52.950208,-1.0962362
42,295,529,1,SK6101039864,461010,339864,52.952694,-1.0933564
42,294,527,2,SK6081239591,460812,339591,52.950263,-1.0963542
42,743,1276,1,SK6095439868,460954,339868,52.952737,-1.094189
37,286,511,3,SK5221834271,452218,334271,52.903348,-1.2251029
42,297,535,3,SK6051339254,460513,339254,52.947268,-1.1008665
42,297,533,1,SK6098139664,460981,339664,52.9509,-1.0938255
42,297,534,2,SK6081139590,460811,339590,52.950254,-1.0963692
42,296,532,2,SK6078739180,460787,339180,52.946572,-1.0968031
42,743,2722,3,SK6059439421,460594,339421,52.94876,-1.0996301
42,294,528,3,SK6046939237,460469,339237,52.94712,-1.1015244
42,294,526,1,SK6101039864,461010,339864,52.952694,-1.0933564
42,775,1316,1,SK6081239591,460812,339591,52.950263,-1.0963542
42,738,2718,2,SK6095439868,460954,339868,52.952737,-1.094189
42,738,2720,4,SK6081239591,460812,339591,52.950263,-1.0963542
42,738,1272,1,SK6108739900,461087,339900,52.953009,-1.0922036
42,292,524,3,SK6075238945,460752,338945,52.944463,-1.0973679
42,292,523,2,SK6064338770,460643,338770,52.942903,-1.0990224
42,295,530,2,SK6081239591,460812,339591,52.950263,-1.0963542
42,738,2720,4,SK6095439868,460954,339868,52.952737,-1.094189
42,296,531,1,SK6110339356,461103,339356,52.948118,-1.0920679
42,775,1317,2,SK6073139551,460731,339551,52.949913,-1.0975671
42,293,525,1,SK6016438874,460164,338874,52.943891,-1.1061302
42,770,1307,1,SK6040838773,460408,338773,52.942956,-1.1025184
42,779,1324,1,SK6059439041,460594,339041,52.945344,-1.0997009
42,770,1308,2,SK6064638768,460646,338768,52.942884,-1.0989782
42,778,1323,1,SK6071438841,460714,338841,52.943533,-1.0979528
42,770,1309,3,SK6032138976,460321,338976,52.94479,-1.1037752
42,782,1334,2,SK6037738769,460377,338769,52.942924,-1.1029804
42,775,2791,3,SK6064638768,460646,338768,52.942884,-1.0989782
42,778,2793,3,SK6040138774,460401,338774,52.942966,-1.1026224
42,778,2792,2,SK6015538971,460155,338971,52.944764,-1.1062461
42,782,2803,1,SK6032138976,460321,338976,52.94479,-1.1037752
37,761,1295,1,SK5221834271,452218,334271,52.903348,-1.2251029
37,761,1296,2,SK5173834154,451738,334154,52.902342,-1.2322571
37,781,1331,1,SK5176733673,451767,333673,52.898016,-1.2319024
37,761,2822,5,SK5220434251,452204,334251,52.903169,-1.2253142
37,761,2820,3,SK5143934002,451439,334002,52.901005,-1.2367259
37,716,2709,2,SK5195933473,451959,333473,52.8962,-1.2290804
37,761,2821,4,SK5207234250,452072,334250,52.903173,-1.2272766
37,733,1269,1,SK5216834259,452168,334259,52.903245,-1.2258481
37,733,2710,2,SK5188534184,451885,334184,52.902598,-1.230067
37,713,1257,1,SK5174834167,451748,334167,52.902458,-1.2321063
37,733,2711,3,SK5175834165,451758,334165,52.902439,-1.231958
